id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
97945,Deluxw-Apartm. with roof terrace,517685,Angelika,,Hadern,48.11476,11.48782,Entire home/apt,80,2,129,2019-10-03,1.12,2,5
114695,Apartment Munich/East with sundeck,581737,Stephan,,Berg am Laim,48.12071,11.63758,Entire home/apt,95,2,53,2019-10-06,0.45,2,169
127383,City apartment next to Pinakothek,630556,Sonja,,Maxvorstadt,48.15199,11.56482,Entire home/apt,99,2,94,2020-12-30,0.79,1,0
159634,"Fancy, bright central roof top flat",765694,Sanna,,Pasing-Obermenzing,48.13898,11.46612,Entire home/apt,52,5,34,2020-12-23,0.29,1,0
170154,"Own floor & bath, parking & breakfast",108297,Alex,,Sendling-Westpark,48.10814,11.52733,Private room,55,2,478,2020-11-13,4.12,1,275
170815,Your own flat near central station!,814793,Inge,,Neuhausen-Nymphenburg,48.16071,11.54314,Entire home/apt,65,3,64,2020-02-18,0.55,1,0
171749,1min to subway - Wettersteinplatz,819382,Tarek,,Untergiesing-Harlaching,48.10754,11.57842,Private room,35,3,358,2021-01-21,3.04,1,0
172672,Cozy guest room in high-end flat.,823913,Karin,,Schwabing-West,48.16341,11.56366,Private room,49,1,214,2020-09-05,2.55,2,0
179640,GREEN OASIS near center & tradefair,860212,Ingrid,,Bogenhausen,48.14453,11.63769,Private room,35,2,50,2020-02-29,0.43,1,364
183634,munich all-inclusive camping,880705,Toby,,Allach-Untermenzing,48.17532,11.44526,Shared room,50,1,0,,,1,363
186596,2-room-flat in central location,910486,Hatice,,Au-Haidhausen,48.12198,11.57644,Shared room,82,1,163,2020-01-02,1.50,5,143
187359,Charming apartment near City Center,901209,Christian,,Neuhausen-Nymphenburg,48.15849,11.54106,Private room,78,2,32,2019-10-08,0.28,1,269
187386,"bedroom, with 2 single beds and tv",901512,Janine,,Berg am Laim,48.12031,11.62787,Private room,59,2,16,2019-10-05,0.14,1,365
189551,Beautiful Attic Floor Dwelling,914449,Peter,,Schwanthalerhöhe,48.1354,11.54618,Entire home/apt,120,3,351,2021-01-16,3.12,1,2
189582,CLASSY APARTMENT in Munich,914564,Christiane,,Bogenhausen,48.15556,11.64903,Private room,25,30,13,2019-08-31,0.13,1,0
189606,"Nice apartment near river ""Isar""",914691,Klaus,,Au-Haidhausen,48.12543,11.58042,Entire home/apt,51,2,158,2021-02-28,1.37,2,331
190383,WOW! direct binding to trade fairs,919644,Christine,,Berg am Laim,48.12424,11.63186,Private room,25,2,150,2020-02-07,1.36,1,35
190529,Beautiful room Glockenbacharea,919917,Werner,,Ludwigsvorstadt-Isarvorstadt,48.12989,11.56057,Private room,53,1,7,2014-07-19,0.06,6,353
190564,Lovely room in Glockenbacharea,919917,Werner,,Ludwigsvorstadt-Isarvorstadt,48.12989,11.56057,Private room,79,1,12,2016-12-07,0.11,6,365
190565,Beautiful in the Glockenbacharea,919917,Werner,,Ludwigsvorstadt-Isarvorstadt,48.12989,11.56057,Private room,70,1,71,2020-08-02,0.62,6,365
190653,Pretty and renovated apartment,919917,Werner,,Ludwigsvorstadt-Isarvorstadt,48.12951,11.56103,Entire home/apt,69,1,168,2020-08-20,1.54,6,331
191405,Single Apartment in Central Munich,925836,Esther,,Au-Haidhausen,48.12204,11.58064,Entire home/apt,65,2,20,2018-04-23,0.17,1,59
191429,Munich City Center for long term,925882,M. Seon,,Ludwigsvorstadt-Isarvorstadt,48.12672,11.5557,Private room,30,140,29,2017-12-22,0.25,1,365
192933,Artist's Studio Glockenbach area,934964,Andreas,,Ludwigsvorstadt-Isarvorstadt,48.13012,11.56642,Shared room,70,2,66,2020-01-27,0.57,1,180
193463,* Munich-Schwabing-  super- clean - central-room*,938552,Gabriele,,Maxvorstadt,48.15527,11.5717,Private room,48,2,170,2020-09-03,1.56,2,131
193477,* Munich- Schwabing- super pretty mini room *,938552,Gabriele,,Maxvorstadt,48.15517,11.5693,Private room,37,2,64,2020-08-01,1.06,2,151
194533,Traumhaftes Ambiente - Neuhausen,944911,Anke,,Neuhausen-Nymphenburg,48.1495,11.54115,Entire home/apt,120,1,52,2019-10-02,0.45,1,362
195293,Stylish Apartment No.24,949632,Sabine,,Schwabing-West,48.16438,11.56853,Private room,45,30,63,2021-01-30,0.60,1,183
195302,nice city centre apartment munich,949656,Charlotte,,Au-Haidhausen,48.13803,11.61607,Entire home/apt,60,7,87,2014-10-07,0.76,2,0
195337,single room-20 min to fair trades,949656,Charlotte,,Au-Haidhausen,48.13656,11.61501,Private room,50,1,11,2013-11-17,0.09,2,181
195371,Souterrain for Sigle or Couple,949953,Sybille,,Feldmoching-Hasenbergl,48.19444,11.53349,Private room,26,3,17,2021-02-26,0.68,2,142
195388,apartment for 4 people,949998,Ingrid Und Jo,,Ramersdorf-Perlach,48.10141,11.60523,Entire home/apt,70,1,181,2020-11-01,1.56,1,356
195444,Modern room in ancient building,950268,Eileen,,Ludwigsvorstadt-Isarvorstadt,48.12279,11.56028,Private room,56,3,174,2020-10-11,1.50,2,262
195452,DOWNTOWN 1aFlat in ancient building,950268,Eileen,,Ludwigsvorstadt-Isarvorstadt,48.12103,11.5605,Entire home/apt,95,7,14,2020-08-22,0.13,2,183
196230,Beautiful room in central location,910486,Hatice,,Au-Haidhausen,48.12022,11.57653,Private room,39,1,6,2020-07-19,0.10,5,75
196243,"Beautiful room, central location",910486,Hatice,,Au-Haidhausen,48.12185,11.57651,Private room,45,1,9,2020-02-01,0.15,5,102
196265,Beautiful Apartment with Balcony,14870835,Dominik,,Au-Haidhausen,48.11925,11.57561,Entire home/apt,65,5,66,2020-02-29,0.61,1,319
197660,Room for 2 & help with CityVisit,963973,Michael,,Sendling-Westpark,48.11009,11.5307,Private room,50,2,83,2019-10-23,0.72,1,365
198942,Charming quiet room near Michaelipark,971759,Anna C,,Berg am Laim,48.1177,11.64272,Private room,48,2,84,2020-11-28,0.77,1,241
198946,CENTRAL LOCATION - best Haidhausen,971795,Margaux,,Ramersdorf-Perlach,48.12301,11.60293,Entire home/apt,50,2,195,2021-02-25,1.68,2,92
198990,Wohnen am Schloss Nymphenburg,959791,Heidrun,,Neuhausen-Nymphenburg,48.15797,11.51046,Entire home/apt,50,90,11,2020-02-16,0.10,1,267
199066,COMFORTABLE ATTIC FLOOR DWELLING,972246,Cordula,,Untergiesing-Harlaching,48.09092,11.56088,Private room,75,1,321,2021-01-03,2.77,1,319
199189,Ideal for Fair guests,972712,Michael,,Bogenhausen,48.16025,11.64836,Private room,25,1,33,2020-04-29,0.30,4,0
199256,Nice room in super central location,972992,Heide,,Maxvorstadt,48.15017,11.56221,Private room,32,3,236,2021-03-31,2.27,1,236
199797,5 min. close to ENGLISCHER GARTEN,976495,Angela,,Schwabing-Freimann,48.16618,11.58973,Entire home/apt,85,1,41,2020-02-29,0.35,1,349
199840,Cheerful room in beautiful house,976629,Roswitha,,Tudering-Riem,48.11712,11.67722,Private room,52,1,45,2019-07-03,0.42,1,364
199922,"3-room apartment, centrally located",976981,Hartmut,,Milbertshofen-Am Hart,48.18554,11.56936,Entire home/apt,98,20,19,2019-09-29,0.39,1,91
200782,Happy room for happy responsible  Cohousing,982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12533,11.55284,Private room,28,12,14,2019-12-29,0.12,11,269
200785,"Happy Double, central, green,",982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12526,11.55195,Private room,33,12,14,2018-09-21,0.13,11,269
200791,"Happy cosy room, 3 Stops to Center",982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.1259,11.55329,Private room,29,15,16,2018-12-31,0.14,11,269
200795,Beautiful room in central location,982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.124,11.55192,Private room,26,45,5,2018-08-25,0.05,11,179
200866,Calm situated flat with balcony,982451,Bernhard,,Laim,48.13615,11.51131,Entire home/apt,58,30,1,2020-05-31,0.10,1,275
201099,HISTORICAL LIVING 4 families/indivi,983151,Sabine Petra,,Untergiesing-Harlaching,48.11803,11.57135,Entire home/apt,130,180,4,2018-08-02,0.07,1,364
201628,"Beautiful bright room, 8th Floor (with lift)",986859,Christa,,Hadern,48.12583,11.48152,Private room,46,1,186,2020-10-09,1.61,1,365
201829,Beautiful bright flat with balcony,987643,Evelyn,,Bogenhausen,48.14143,11.65504,Entire home/apt,55,30,5,2017-09-30,0.05,1,149
202055,"10 min to the center, quiet, cosy",988620,Melita,,Neuhausen-Nymphenburg,48.15883,11.54617,Private room,35,3,229,2020-03-11,2.00,2,192
202077,"tiny but fine, 10 min to the center",988620,Melita,,Neuhausen-Nymphenburg,48.15865,11.54134,Private room,35,3,76,2020-02-21,0.65,2,189
205381,Classic building apartment at Prinzregentenplaz,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,100,1,360,2021-01-30,3.27,10,271
205393,Comfortable apartment with self-check-in.,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,51,1,327,2021-02-25,3.07,10,324
205401,Modern apartment with self-check-in.,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,55,1,489,2021-03-28,4.44,10,320
205415,Family apartment in best location,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,77,1,450,2021-03-18,4.24,10,297
205431,New York style apartment in Munich,1009438,Alex,,Schwanthalerhöhe,48.13661,11.53075,Entire home/apt,80,1,557,2021-03-31,4.92,10,238
206288,"modern, bright & quiet in Giesing",1014517,Emmanuel,,Obergiesing,48.11013,11.59559,Entire home/apt,80,180,35,2020-09-07,0.33,1,81
207713,Penthouse 10 min Munich City Centre,1022468,,,Neuhausen-Nymphenburg,48.15075,11.53495,Entire home/apt,79,3,74,2019-10-06,0.68,1,0
210348,one  quiet nice room in a condo in central munich,1037376,Doris,,Ludwigsvorstadt-Isarvorstadt,48.12401,11.56119,Private room,53,2,64,2020-08-30,0.59,2,365
211291,GOOD PRICE - IDEAL LOCATION!,1041701,Renate,,Maxvorstadt,48.14614,11.54296,Entire home/apt,103,1,18,2018-09-30,0.17,1,227
211374,Fairground Riem and swimming lake on foot,1049489,Sonja,,Tudering-Riem,48.13192,11.70239,Private room,52,3,148,2020-10-10,1.33,2,0
212482,Nice Room-10min Walk to Octoberfest,1018498,Karin,,Sendling,48.11954,11.54065,Private room,38,2,79,2020-12-31,0.68,1,339
212517,Charming&modern in downsouth Munich,1095945,Pia Und Kevin,,Sendling-Westpark,48.11848,11.52836,Private room,71,1,11,2019-04-10,0.10,1,365
213707,"Stylish, Spacious, Top location!",1101476,Nina,,Altstadt-Lehel,48.13107,11.56944,Entire home/apt,330,3,55,2019-10-01,0.47,1,362
216234,Lovely Apartment in prime location,1116327,Oliver,,Neuhausen-Nymphenburg,48.14874,11.50314,Entire home/apt,90,7,8,2013-07-23,0.07,2,49
216529,"Charming, central, quiet 2.5 room flat Haidhausen",37354,Werner,,Au-Haidhausen,48.13072,11.59324,Entire home/apt,139,2,9,2020-02-01,0.11,1,0
217148,"ruhiges helles Zi, verkehrsgünstig",949953,Sybille,,Feldmoching-Hasenbergl,48.19329,11.53275,Private room,29,3,71,2021-02-28,0.61,2,173
218080,Modern apartment in Haidhausen,1041175,Jakob,,Au-Haidhausen,48.12552,11.5966,Entire home/apt,49,110,47,2019-10-29,0.70,2,365
218159,Sunny penthouse apartment with a view of a park,1041276,Andreas,,Ramersdorf-Perlach,48.10572,11.60265,Entire home/apt,41,3,6,2020-10-30,0.47,1,20
218860,nice apartment near fairground,1078978,Sylvia,,Berg am Laim,48.11953,11.64244,Entire home/apt,150,2,33,2019-10-02,0.32,1,0
221635,Dachgaleriewohnung über 3 Ebenen,1305537,Carsten,,Au-Haidhausen,48.12087,11.57171,Private room,54,3,24,2021-02-13,0.27,2,351
222924,"Blue Room,1. Floor, Messe Riem",1157644,Eva,,Tudering-Riem,48.10498,11.69839,Private room,40,1,36,2020-10-30,0.31,3,184
223041,1 Room in Munich's South-East,1158541,Siegfried,,Ramersdorf-Perlach,48.08629,11.65956,Private room,65,7,21,2020-02-08,0.20,1,1
225414,Flat incl. garden in Munich Solln,1174395,Prince,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0792,11.5113,Entire home/apt,95,2,14,2018-12-10,0.15,1,365
225421,Sehr ruhige Wohnung im Gruenen,1174413,Marco,,Untergiesing-Harlaching,48.08084,11.55063,Entire home/apt,60,2,144,2021-02-03,1.24,1,365
226540,Modern 3 Room Apartment in Munich,1011275,Enrico,,Laim,48.13853,11.51127,Entire home/apt,116,2,343,2021-01-17,3.30,2,0
227106,Modern and quiet apartment,1041074,Kerstin,,Tudering-Riem,48.11064,11.70094,Entire home/apt,79,2,40,2020-01-29,0.39,1,348
227892,"Room at Trade Fair - own entrance, kitchen, bath",1188789,Caro + Tilman,,Tudering-Riem,48.13013,11.69965,Private room,50,3,59,2020-02-21,0.53,1,0
228721,Room in 2-Room -Apartment,1193810,Emmanuel,,Au-Haidhausen,48.12085,11.57736,Private room,65,5,4,2019-10-07,0.03,1,350
228845,Modern equipped 1Room- Appartement,1041125,Luna,,Laim,48.14132,11.49476,Entire home/apt,32,90,0,,,3,289
228867,"CityHome, 6 beautiful apartments + AC, CITY CENTER",1041450,Werner,,Maxvorstadt,48.14468,11.56131,Entire home/apt,150,3,33,2019-12-23,0.50,6,362
228877,"bright and modern equiped flat, 41m2 - long term",1041125,Luna,,Laim,48.14296,11.4971,Entire home/apt,43,90,0,,,3,365
229544,2-room apartment in Munich,1198833,Gerhard,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09371,11.51144,Entire home/apt,75,2,5,2019-09-29,0.17,4,365
229545,2-room apartment in Munich,1198833,Gerhard,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09554,11.51121,Entire home/apt,75,2,2,2019-10-07,0.07,4,365
230331,"bed&breakfast, 5min to Oktoberfest",1203567,Maja,,Laim,48.14151,11.50382,Private room,120,1,2,2011-10-03,0.02,1,365
231881,U2 Theresienstr: EUR35 room / night,1212524,Natalia,,Maxvorstadt,48.15305,11.56615,Private room,40,2,209,2019-10-09,1.81,1,64
232430,Modern loft apartment,1171020,Hans-Martin,,Tudering-Riem,48.11441,11.69845,Entire home/apt,135,2,61,2019-09-29,0.53,1,363
233119,Luxury 2-room apartment,1210398,Olivera,,Milbertshofen-Am Hart,48.17887,11.56708,Entire home/apt,100,6,0,,,4,326
240218,Directly loc.t.t. fiera& Metro,1041362,Grazia,,Tudering-Riem,48.12775,11.7013,Private room,48,2,48,2020-07-13,0.45,1,337
241375,Large room in Center Apartment,1100623,Ray,,Altstadt-Lehel,48.13709,11.58654,Private room,55,3,65,2019-12-02,1.11,1,361
243209,House with fantastic terrace,1040938,Ingrid,,Sendling-Westpark,48.11009,11.50654,Entire home/apt,90,360,0,,,1,365
245670,"gemütliches Refugium, stadtnah",1293120,Marianne,,Ramersdorf-Perlach,48.09712,11.60973,Private room,49,10,20,2019-10-05,0.22,2,270
249179,Gallery flat middle of Munich,1305537,Carsten,,Untergiesing-Harlaching,48.11951,11.57265,Private room,54,3,32,2019-12-14,0.28,2,363
252987,"Beautiful, modern & quiet apartment in Schwabing",1069562,,,Schwabing-Freimann,48.15943,11.58208,Entire home/apt,125,2,31,2019-12-30,0.29,1,304
254653,DREAM city flat with balcony,1040971,Piet,,Maxvorstadt,48.14683,11.57861,Entire home/apt,99,90,24,2016-10-26,0.26,1,363
266180,room near Nymphenburg castle ground,1395678,Frank & Joachim,,Pasing-Obermenzing,48.15561,11.47189,Private room,50,2,129,2020-01-21,1.16,1,365
280995,Very beautifully furnished 1-room Apartment,1210398,Olivera,,Milbertshofen-Am Hart,48.17877,11.56679,Entire home/apt,50,3,1,2020-10-31,0.21,4,356
285938,Chill out in the heart of Munich,1488030,Natalie,,Neuhausen-Nymphenburg,48.14658,11.53331,Private room,40,1,181,2020-01-30,1.66,1,60
293112,Stylish Flat in Munich City Center,1515318,Claus,,Maxvorstadt,48.15199,11.55515,Entire home/apt,69,2,16,2019-08-29,0.15,1,362
299867,Central Munich -close 2 Oktoberfest,1545345,,,Schwanthalerhöhe,48.12891,11.54107,Private room,50,1,39,2019-10-04,0.36,2,364
309196,Schönes Appartement im Dachgeschoss,1057081,Heike,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08367,11.52772,Private room,58,21,23,2020-10-31,0.26,1,327
311198,Guest First! Munich-Center Led,1600367,Diana,,Altstadt-Lehel,48.13752,11.58039,Entire home/apt,110,90,5,2019-08-25,0.04,1,363
311242,TOP Studio! 10 minutes to city centre & trade fair,1600843,Matt,,Obergiesing,48.11691,11.58755,Entire home/apt,49,90,103,2020-03-01,0.96,2,357
314846,Studio  mit Terrasse Jahrhundertwen,982145,Sylvester,,Neuhausen-Nymphenburg,48.15934,11.54334,Private room,49,3,12,2019-11-26,0.11,11,180
315684,Roof Gallery Munich - Luxury flat,1621313,Regina,,Laim,48.13032,11.4861,Entire home/apt,150,3,74,2020-10-11,1.10,4,136
320196,"nice, bright room with shower",1637920,Wolfger,,Ramersdorf-Perlach,48.09725,11.64717,Private room,42,3,72,2020-11-04,0.66,1,117
321542,Absolute quiet room,1646639,Walter,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09323,11.52293,Private room,42,16,26,2019-10-11,0.23,1,363
364836,ENJOY MUNICH - SPACIOUS CENTRAL APT,248298,Gabriele,,Au-Haidhausen,48.12955,11.60447,Entire home/apt,125,2,101,2020-07-24,0.94,1,354
372531,3 Room Apartment at the Oktoberfest,1011275,Enrico,,Laim,48.13866,11.51161,Entire home/apt,199,1,28,2019-10-07,0.26,2,112
386068,Oh wow! So quiet in this great neighborhood? YES!,1932695,Andrea,,Schwabing-Freimann,48.16697,11.58443,Entire home/apt,98,3,4,2019-09-30,0.04,1,351
392399,"Sunny room, private bathroom and roof top terrace",1962150,,,Sendling,48.11397,11.54844,Private room,68,2,92,2019-11-29,0.85,1,148
406404,Holiday Flat in Munich Schwabing,2024648,Tammy,,Schwabing-West,48.17723,11.58283,Entire home/apt,120,30,1,2012-11-17,0.01,4,364
483093,cozy-apartment - *WLAN* PARKING,2391129,Julia Und Lisa,,Ramersdorf-Perlach,48.09753,11.63951,Entire home/apt,45,2,162,2020-08-02,1.51,3,251
483364,Easy to reach/Subway/parking/B&B,2392786,Michaela,,Feldmoching-Hasenbergl,48.20728,11.55404,Private room,49,1,492,2020-08-06,4.56,1,90
502791,Relaxen im Apartment Fasangarten.,1293120,Marianne,,Ramersdorf-Perlach,48.09888,11.61023,Private room,55,3,26,2021-03-16,0.28,2,0
505041,centrally quiet 2 pieces flat,1037376,Doris,,Ludwigsvorstadt-Isarvorstadt,48.12475,11.56192,Entire home/apt,43,60,5,2019-03-31,0.05,2,81
532047,"Nice, comfortable Studio w. balcony",1210398,Olivera,,Milbertshofen-Am Hart,48.17687,11.56848,Entire home/apt,50,3,2,2017-09-30,0.03,4,295
532049,Beautifully furnished 1-room Studio,1210398,Olivera,,Milbertshofen-Am Hart,48.17877,11.56679,Entire home/apt,50,6,2,2020-08-31,0.04,4,0
533365,20qm room in perfect locaction for2,2621170,Andreas,,Maxvorstadt,48.15537,11.56145,Private room,150,2,2,2015-06-20,0.02,1,365
539561,Beautiful Maisonette in Munich,2651285,Thorsten,,Maxvorstadt,48.15258,11.56128,Entire home/apt,300,3,234,2021-01-22,2.90,1,266
548958,"White Room & Bathroom,  Messe Riem",1157644,Eva,,Tudering-Riem,48.10904,11.68701,Private room,49,60,16,2019-10-31,0.15,3,335
556122,Ruhiges Gartenzimmer,2735048,Pirkko,,Pasing-Obermenzing,48.15551,11.4699,Private room,55,2,155,2020-06-27,1.47,1,365
556323,Very calm room in the middle of Mu.,954971,Anne,,Au-Haidhausen,48.12978,11.5935,Private room,45,1,117,2019-10-06,1.12,1,365
574143,Wohnen am Hirschgarten - Neuhausen,2825666,Veronika,,Neuhausen-Nymphenburg,48.14449,11.51333,Private room,40,2,128,2020-08-15,1.21,1,91
577095,Apartment on South Park Munich,2838170,Eugen,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0973,11.5102,Entire home/apt,49,100,55,2019-01-27,0.53,2,90
591459,Central luxury apartment!,2918692,Simon,,Schwabing-West,48.16397,11.56673,Entire home/apt,58,2,146,2020-12-23,1.40,1,206
603977,Helles gemütliches Gästeapartement,2989894,Peter,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.07992,11.50484,Entire home/apt,44,3,13,2020-09-08,0.13,1,0
609851,Luxury 3 room flat in Schwabing,3024324,Christian,,Schwabing-West,48.15747,11.56716,Entire home/apt,200,5,2,2018-06-08,0.04,1,365
618795,Your Munich home with a view,3065700,Jochen,,Sendling,48.11863,11.54935,Private room,42,3,48,2019-09-24,0.68,1,0
620812,Sunny Oktoberfest flat close to Südpark,2571977,Julia,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10236,11.52146,Entire home/apt,249,3,0,,,1,363
625551,Grünes Ambiente in ruhiger Wohnlage,1909709,Gabriele,,Pasing-Obermenzing,48.1597,11.45158,Private room,39,1,47,2020-08-09,0.45,3,348
633836,!Sunny Nice Apartment *60m²-Loft* !,2391129,Julia Und Lisa,,Ramersdorf-Perlach,48.09789,11.63814,Entire home/apt,55,2,217,2020-11-27,2.09,3,252
637670,Munich CityCondo Glockenbach,3181349,Matthias,,Ludwigsvorstadt-Isarvorstadt,48.1267,11.56344,Entire home/apt,70,180,28,2019-09-29,0.29,2,269
650265,Beautiful sunny city studio to relax!,1027824,Kat,,Sendling,48.11295,11.54729,Entire home/apt,57,3,38,2021-02-28,0.36,1,146
660807,Helles Apart. am Südpark mit Balkon,1079409,Jose,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.1015,11.50047,Entire home/apt,44,3,37,2019-10-14,0.36,2,0
661006,It s a nice spacious Room in a quiet location.,3337316,,,Neuhausen-Nymphenburg,48.15455,11.50837,Private room,100,3,0,,,2,177
664050,bright and cosy room; central,3353275,Babett,,Maxvorstadt,48.15506,11.57184,Private room,41,1,108,2020-01-29,1.05,1,88
667321,A small guest room in a big house,3375789,Hannelore,,Pasing-Obermenzing,48.12986,11.47169,Private room,15,1,25,2017-06-01,0.24,1,0
668844,wonderful attic near Oktoberfest,3385852,Anja,,Laim,48.13155,11.49591,Private room,45,1,38,2020-11-27,0.42,1,266
669550,Cosy room in the heart of Munich,3390380,Alexander & Patrick,,Altstadt-Lehel,48.13469,11.58675,Private room,65,1,276,2020-03-07,2.65,1,364
671605,"Room at the University, Schwabing",3404627,Rebecca,,Maxvorstadt,48.1458,11.57502,Private room,55,2,27,2019-12-02,0.28,1,0
675433,WG-Zimmer in cooler 4er WG,3430900,Anke,,Sendling-Westpark,48.11791,11.53044,Private room,170,1,0,,,1,365
684700,HIGH-CLASS 2-RoomApartm,3491203,Oliver  & Hanelore,,Ludwigsvorstadt-Isarvorstadt,48.13819,11.55466,Entire home/apt,290,2,34,2019-10-09,0.33,1,360
689025,Beautiful 2 room apartment Munich,3518780,Jan,,Milbertshofen-Am Hart,48.18652,11.5697,Entire home/apt,88,3,24,2017-10-06,0.23,1,90
693268,August - Room for one person in a shared apartment,3546048,Lorenz,,Schwabing-West,48.158,11.56607,Private room,18,20,0,,,1,0
693402,Apartment in the Heart of Munich,3547075,Alex,,Altstadt-Lehel,48.14138,11.58994,Entire home/apt,129,2,30,2020-01-04,0.33,1,361
694907,One Room Apartement in Schwabing,3556652,Daniel,,Schwabing-West,48.16287,11.57493,Entire home/apt,99,1,8,2020-12-06,0.08,1,365
696997,nice and quiet app - in citycenter,3569761,Moritz,,Maxvorstadt,48.15265,11.56153,Entire home/apt,75,3,10,2016-04-09,0.10,1,178
700603,"LADIES (or couples) only, please! :o)",3593747,Beate,,Schwabing-Freimann,48.16782,11.58614,Private room,47,1,210,2020-10-04,2.03,1,89
701005,Quiet area - quick in the centre,3596598,Patrick,,Bogenhausen,48.14201,11.62044,Private room,37,3,219,2020-02-21,2.11,1,31
701954,Bed & Breakfast München Schwabing,3603021,Hilde,,Schwabing-Freimann,48.16314,11.58301,Private room,65,2,65,2020-02-29,0.63,2,151
702583,ruhige 2 Zimmer Wohnung nähe Oktoberfest,3605832,Visit,,Ludwigsvorstadt-Isarvorstadt,48.12126,11.55996,Entire home/apt,95,2,82,2019-12-13,1.21,2,360
703539,"Golden Room,1.floor, near Fair Riem",1157644,Eva,,Tudering-Riem,48.10535,11.70017,Private room,40,1,17,2019-04-13,0.17,3,211
705120,Mini Loft Munich Central Location !,291856,John,,Au-Haidhausen,48.13484,11.59489,Entire home/apt,110,2,30,2019-10-25,0.29,1,365
706874,Schöne Unterkunft für's Oktoberfest,3633050,Kornelia,,Sendling,48.12225,11.54797,Private room,80,1,44,2018-11-26,0.43,2,81
710489,Luxury loft next to Marienplatz,3657089,Marc,,Altstadt-Lehel,48.13898,11.57606,Entire home/apt,175,5,112,2020-12-20,1.09,1,361
710595,2 Rooms 1 Price (a minute to U2),3671733,Christine,,Schwabing-West,48.16221,11.56597,Entire home/apt,39,1,14,2021-02-12,0.16,3,283
710604,"Chic Suite Schwabing, FREEBreakfast",3671733,Christine,,Schwabing-West,48.16099,11.56796,Entire home/apt,39,1,18,2020-07-04,0.20,3,357
710990,Nice Apartment Munich/Pasing,3659164,,,Pasing-Obermenzing,48.14634,11.45755,Private room,60,1,53,2020-07-05,0.51,1,282
711721,Big sunny 2R penthouse booked until jan 18,3662771,,,Schwabing-West,48.15938,11.56026,Entire home/apt,95,30,4,2017-05-12,0.05,1,72
713391,MUNICH-SCHWABING  2 Rooms  1 Price,3671733,Christine,,Schwabing-West,48.16237,11.56911,Entire home/apt,39,1,39,2020-09-13,0.42,3,363
717444,Zu Fuß zum Oktoberfest!!!,3633050,Kornelia,,Sendling,48.12383,11.54762,Private room,80,1,30,2018-10-09,0.29,2,91
728525,Room in Munich,3779542,Alfred,,Ludwigsvorstadt-Isarvorstadt,48.12995,11.57346,Private room,150,6,0,,,1,365
739516,Small but cosy room under the roof!,3880438,Anneli Und Jörg,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09503,11.49527,Private room,35,2,171,2019-10-11,1.68,2,220
740948,Living at Munich Viktualienmarkt,3876973,Katharina,,Altstadt-Lehel,48.13988,11.57701,Entire home/apt,159,35,66,2021-02-02,0.67,1,0
751730,Villa München - Obermenzing,3952627,Leo,,Pasing-Obermenzing,48.16922,11.48143,Private room,55,3,0,,,1,0
763520,optimal and central apartment,4024965,Ingrid & Nadi,,Schwanthalerhöhe,48.13612,11.54885,Entire home/apt,73,90,26,2014-09-29,0.26,2,365
774834,★ Soul space ★ whole appartment in top area,3726426,Nicola,,Au-Haidhausen,48.12093,11.57498,Entire home/apt,90,150,11,2016-10-02,0.11,1,365
779667,Modern flat nearby the subway,971744,Annette & Vanessa,,Maxvorstadt,48.15267,11.56491,Entire home/apt,93,3,215,2021-03-31,3.09,1,347
802738,SUNNY ROOM - CLOSE TO CITY CENTRE,3049956,Peter,,Au-Haidhausen,48.12136,11.59018,Private room,33,3,0,,,1,365
807951,"Holydayhouse near city,near Messe",4250955,Inge,,Berg am Laim,48.12029,11.62526,Entire home/apt,110,4,88,2020-10-11,0.90,1,310
817448,Nice room for Students,1460126,Christian,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09568,11.50047,Private room,50,1,3,2018-11-17,0.03,7,365
820826,Zimmer in Traumwohnung für Tänzer,4310718,Christine,,Au-Haidhausen,48.12724,11.60218,Private room,39,3,128,2020-09-29,1.27,2,32
